id,author,pkg,version,elm_version,license,direct_dep_count,total_dep_count
8256,prikhi,prikhi/remote-status,3.0.1,0.18.0,BSD-3-Clause,1,2
8257,prikhi,prikhi/remote-status,3.0.0,0.18.0,BSD-3-Clause,1,2
8258,krisajenkins,krisajenkins/elm-exts,26.1.1,0.18.0,MIT,4,6
8259,yotamDvir,yotamDvir/elm-pivot,2.0.0,0.18.0,BSD-3-Clause,1,2
8260,danielnarey,danielnarey/elm-toolkit,4.1.0,0.18.0,BSD-2-Clause,1,2
8261,adeschamps,adeschamps/mdl-context,1.0.2,0.18.0,BSD-3-Clause,3,5
8262,SwiftsNamesake,SwiftsNamesake/please-focus,1.1.1,0.18.0,BSD-3-Clause,2,4
8263,SwiftsNamesake,SwiftsNamesake/please-focus,1.1.0,0.18.0,BSD-3-Clause,2,4
8264,SwiftsNamesake,SwiftsNamesake/please-focus,1.0.0,0.18.0,BSD-3-Clause,2,4
8265,elm-community,elm-community/webgl,1.0.2,0.18.0,BSD-3-Clause,2,4
8266,abadi199,abadi199/elm-input-extra,3.2.0,0.18.0,BSD-3-Clause,3,5
8267,tiziano88,tiziano88/elm-oauth,2.0.0,0.18.0,MIT,3,7
8268,gaborv,gaborv/debouncer,1.0.1,0.18.0,BSD-3-Clause,1,2
8269,gaborv,gaborv/debouncer,1.0.0,0.18.0,BSD-3-Clause,1,2
8270,mdgriffith,mdgriffith/style-elements,2.0.0,0.18.0,BSD-3-Clause,5,7
8271,swiftsnamesake,swiftsnamesake/euclidean-space,1.2.1,0.18.0,BSD-3-Clause,2,4
8272,swiftsnamesake,swiftsnamesake/euclidean-space,1.2.0,0.18.0,BSD-3-Clause,2,4
8273,swiftsnamesake,swiftsnamesake/euclidean-space,1.1.0,0.18.0,BSD-3-Clause,2,4
8274,swiftsnamesake,swiftsnamesake/euclidean-space,1.0.1,0.18.0,BSD-3-Clause,2,4
8275,gmauricio,gmauricio/elm-semantic-ui,1.0.0,0.18.0,MIT,2,4
8276,teepark,teepark/elmoji,2.0.0,0.18.0,BSD-3-Clause,2,4
8277,tomjkidd,tomjkidd/elm-multiway-tree-zipper,1.10.2,0.18.0,BSD-3-Clause,1,2
8278,ingara,ingara/elm-asoiaf-api,2.0.0,0.18.0,BSD-3-Clause,5,7
8279,turboMaCk,turboMaCk/grid-solver,1.0.1,0.18.0,BSD-3-Clause,1,2
8280,turboMaCk,turboMaCk/grid-solver,1.0.0,0.18.0,BSD-3-Clause,1,2
8281,zaboco,zaboco/elm-draggable,1.0.4,0.18.0,BSD-3-Clause,4,6
8282,sporto,sporto/erl,11.0.0,0.18.0,MIT,2,3
8283,prikhi,prikhi/remote-status,2.0.0,0.18.0,BSD-3-Clause,1,2
8284,terezka,terezka/elm-plot,2.2.0,0.18.0,BSD-3-Clause,4,6
8285,derekdreery,derekdreery/elm-die-faces,1.0.0,0.18.0,BSD-3-Clause,1,2
8286,elm-lang,elm-lang/virtual-dom,2.0.2,0.18.0,BSD-3-Clause,1,2
8287,prikhi,prikhi/remote-status,1.2.0,0.18.0,BSD-3-Clause,1,2
8288,danielnarey,danielnarey/elm-form-capture,1.0.3,0.18.0,BSD-2-Clause,5,0
8289,turboMaCk,turboMaCk/chae-tree,1.0.3,0.18.0,BSD-3-Clause,1,2
8290,prozacchiwawa,prozacchiwawa/effmodel,2.0.1,0.18.0,MIT,1,2
8291,turboMaCk,turboMaCk/chae-tree,1.0.2,0.17.1,BSD-3-Clause,1,2
8292,adeschamps,adeschamps/mdl-context,1.0.1,0.18.0,BSD-3-Clause,3,5
8293,adeschamps,adeschamps/mdl-context,1.0.0,0.18.0,BSD-3-Clause,3,5
8294,arowM,arowM/elm-chat-scenario,1.0.0,0.18.0,MIT,2,4
8295,bartavelle,bartavelle/json-helpers,1.2.0,0.18.0,BSD-3-Clause,1,2
8296,camjc,camjc/elm-chart,2.0.2,0.18.0,BSD-3-Clause,2,5
8297,camjc,camjc/elm-quiz,1.0.4,0.18.0,MIT,3,5
8298,prikhi,prikhi/remote-status,1.1.0,0.18.0,BSD-3-Clause,1,2
8299,turboMaCk,turboMaCk/chae-tree,1.0.1,0.17.1,BSD-3-Clause,1,2
8300,prikhi,prikhi/remote-status,1.0.2,0.18.0,BSD-3-Clause,1,2
8301,prikhi,prikhi/remote-status,1.0.1,0.18.0,BSD-3-Clause,1,2
8302,prikhi,prikhi/remote-status,1.0.0,0.18.0,BSD-3-Clause,1,2
8303,tomjkidd,tomjkidd/elm-multiway-tree-zipper,1.10.1,0.18.0,BSD-3-Clause,1,2
8304,ydschneider,ydschneider/regex-builder,1.0.0,0.18.0,BSD-3-Clause,1,2
8305,Bogdanp,Bogdanp/elm-time,1.3.0,0.18.0,BSD-3-Clause,3,4
8306,elm-community,elm-community/elm-test,3.1.0,0.18.0,BSD-3-Clause,4,6
8307,Fresheyeball,Fresheyeball/elm-return,6.0.3,0.18.0,BSD-3-Clause,1,2
8308,Fresheyeball,Fresheyeball/elm-return,6.0.2,0.18.0,BSD-3-Clause,1,2
8309,Fresheyeball,Fresheyeball/elm-function-extra,3.0.0,0.18.0,BSD-3-Clause,2,3
8310,jweir,jweir/elm-iso8601,3.0.2,0.18.0,MIT,1,2
8311,zaboco,zaboco/elm-draggable,1.0.3,0.18.0,BSD-3-Clause,4,6
8312,elm-community,elm-community/webgl,1.0.1,0.18.0,BSD-3-Clause,2,4
8313,Fresheyeball,Fresheyeball/elm-return,6.0.1,0.18.0,BSD-3-Clause,1,2
8314,micktwomey,micktwomey/elmo-8,2.0.2,0.18.0,MIT,10,13
8315,krisajenkins,krisajenkins/remotedata,4.0.1,0.18.0,MIT,2,3
8316,simonh1000,simonh1000/elm-jwt,4.0.3,0.18.0,BSD-3-Clause,3,4
8317,simonh1000,simonh1000/elm-jwt,4.0.2,0.18.0,BSD-3-Clause,3,4
8318,wernerdegroot,wernerdegroot/listzipper,3.0.0,0.18.0,MIT,1,2
8319,Fresheyeball,Fresheyeball/elm-restrict-number,2.0.0,0.18.0,MIT,1,2
8320,Fresheyeball,Fresheyeball/elm-guards,1.0.1,0.18.0,BSD-3-Clause,1,2
8321,Fresheyeball,Fresheyeball/sprite,1.0.1,0.18.0,MIT,2,4
8322,Fresheyeball,Fresheyeball/elm-number-expanded,1.0.2,0.18.0,MIT,1,2
8323,Fresheyeball,Fresheyeball/elm-animate-css,1.0.1,0.18.0,BSD-3-Clause,1,2
8324,Fresheyeball,Fresheyeball/perspective,1.0.2,0.18.0,BSD-3-Clause,2,4
8325,Fresheyeball,Fresheyeball/elm-nearly-eq,1.0.1,0.18.0,BSD-3-Clause,1,2
8326,Fresheyeball,Fresheyeball/elm-function-extra,2.0.0,0.18.0,BSD-3-Clause,1,2
8327,Fresheyeball,Fresheyeball/elm-font-awesome,2.0.2,0.18.0,BSD-3-Clause,2,4
8328,Fresheyeball,Fresheyeball/elm-tuple-extra,3.0.0,0.18.0,MIT,1,2
8329,prikhi,prikhi/elm-http-builder,2.1.0,0.18.0,MIT,2,3
8330,prikhi,prikhi/elm-http-builder,2.0.0,0.18.0,MIT,2,3
8331,pzingg,pzingg/elm-navigation-extra,1.1.3,0.18.0,BSD-3-Clause,5,8
8332,noahzgordon,noahzgordon/elm-jsonapi-http,2.0.0,0.18.0,BSD-3-Clause,3,10
8333,zaboco,zaboco/elm-draggable,1.0.2,0.18.0,BSD-3-Clause,4,6
8334,zaboco,zaboco/elm-draggable,1.0.1,0.18.0,BSD-3-Clause,4,6
8335,zaboco,zaboco/elm-draggable,1.0.0,0.18.0,BSD-3-Clause,4,6
8336,chendrix,chendrix/elm-matrix,3.1.2,0.18.0,MIT,4,12
8337,Pilatch,Pilatch/elm-simple-port-program,1.0.1,0.17.1,Apache-2.0,2,4
8338,arturopala,arturopala/elm-monocle,1.4.0,0.18.0,MIT,1,2
8339,tapeinosyne,tapeinosyne/elm-microkanren,1.0.0,0.18.0,BSD-3-Clause,1,2
8340,toastal,toastal/return-optics,1.0.3,0.18.0,BSD-3-Clause,4,5
8341,arturopala,arturopala/elm-monocle,1.3.2,0.18.0,MIT,1,2
8342,powet,powet/elm-funfolding,2.0.1,0.18.0,BSD-3-Clause,4,11
8343,lattenwald,lattenwald/elm-base64,1.0.3,0.17.0,MIT,1,0
8344,lattenwald,lattenwald/elm-base64,1.0.2,0.17.0,MIT,1,0
8345,truqu,truqu/elm-base64,1.0.5,0.18.0,MIT,1,2
8346,noahzgordon,noahzgordon/elm-jsonapi,2.0.3,0.18.0,BSD-3-Clause,4,5
8347,danielnarey,danielnarey/elm-form-capture,1.0.2,0.18.0,BSD-2-Clause,5,0
8348,danielnarey,danielnarey/elm-input-validation,1.0.2,0.18.0,BSD-2-Clause,2,4
8349,danielnarey,danielnarey/elm-stylesheet,2.0.2,0.18.0,BSD-2-Clause,4,6
8350,danielnarey,danielnarey/elm-font-import,1.0.2,0.18.0,BSD-2-Clause,4,6
8351,danielnarey,danielnarey/elm-css-math,1.0.1,0.18.0,BSD-2-Clause,4,6
8352,eeue56,eeue56/elm-stringify,1.0.0,0.18.0,BSD-3-Clause,2,4
8353,mgold,mgold/elm-geojson,2.0.0,0.18.0,BSD-3-Clause,1,2
8354,mdgriffith,mdgriffith/elm-style-animation,3.4.0,0.18.0,BSD-3-Clause,5,7
8355,rogeriochaves,rogeriochaves/elm-test-bdd-style,6.0.2,0.18.0,MIT,2,7
8356,stil4m,stil4m/elm-aui-css,4.1.0,0.18.0,BSD-3-Clause,3,5
8357,rogeriochaves,rogeriochaves/elm-test-bdd-style,6.0.1,0.18.0,MIT,3,9
8358,rogeriochaves,rogeriochaves/elm-test-bdd-style,6.0.0,0.18.0,MIT,3,9
8359,newlandsvalley,newlandsvalley/elm-comidi,2.1.2,0.18.0,BSD-3-Clause,2,4
8360,rogeriochaves,rogeriochaves/elm-test-bdd-style,5.0.0,0.18.0,MIT,3,9
8361,newlandsvalley,newlandsvalley/elm-comidi,2.1.1,0.18.0,BSD-3-Clause,2,4
8362,Pilatch,Pilatch/elm-simple-port-program,1.0.0,0.17.1,Apache-2.0,2,4
8363,danielnarey,danielnarey/elm-css-math,1.0.0,0.18.0,BSD-2-Clause,4,6
8364,nphollon,nphollon/update-clock,2.0.0,0.18.0,Apache-2.0,1,2
8365,prikhi,prikhi/elm-http-builder,1.0.1,0.18.0,MIT,2,3
8366,rluiten,rluiten/elm-text-search,3.1.1,0.18.0,BSD-3-Clause,5,6
8367,emilyhorsman,emilyhorsman/elm-speechrecognition-interop,1.0.0,0.17.1,BSD-3-Clause,2,4
8368,simonh1000,simonh1000/elm-jwt,4.0.1,0.18.0,BSD-3-Clause,3,4
8369,MichaelCombs28,MichaelCombs28/elm-mdl,1.0.1,0.18.0,Apache-2.0,6,9
8370,danielnarey,danielnarey/elm-css-basics,2.0.2,0.18.0,BSD-2-Clause,3,5
8371,danielnarey,danielnarey/elm-toolkit,4.0.0,0.18.0,BSD-2-Clause,1,2
8372,danyx23,danyx23/elm-mimetype,3.0.1,0.18.0,BSD-3-Clause,1,2
8373,mpizenberg,mpizenberg/elm-image-annotation,5.0.2,0.18.0,MPL-2.0,4,6
8374,thebritican,thebritican/elm-autocomplete,4.0.3,0.18.0,BSD-3-Clause,3,6
8375,mulander,mulander/diceware,1.0.1,0.18.0,BSD-3-Clause,1,2
8376,danyx23,danyx23/elm-uuid,2.0.2,0.18.0,BSD-3-Clause,2,3
8377,simonh1000,simonh1000/elm-jwt,4.0.0,0.18.0,BSD-3-Clause,3,4
8378,rluiten,rluiten/trie,2.0.2,0.18.0,BSD-3-Clause,1,2
8379,micktwomey,micktwomey/elmo-8,2.0.1,0.18.0,MIT,7,10
8380,eeue56,eeue56/elm-stringify,1.0.1,0.18.0,BSD-3-Clause,2,4
8381,MichaelCombs28,MichaelCombs28/elm-mdl,1.0.0,0.18.0,Apache-2.0,6,9
8382,mpizenberg,mpizenberg/elm-image-annotation,5.0.1,0.18.0,MPL-2.0,4,6
8383,jinjor,jinjor/elm-contextmenu,1.0.2,0.18.0,BSD-3-Clause,4,7
8384,abadi199,abadi199/elm-input-extra,3.1.0,0.18.0,BSD-3-Clause,3,5
8385,mpizenberg,mpizenberg/elm-touch-events,2.0.0,0.18.0,MPL-2.0,2,4
8386,mpizenberg,mpizenberg/elm-touch-events,1.0.1,0.18.0,MPL-2.0,2,4
8387,mpizenberg,mpizenberg/elm-image-collection,3.0.1,0.18.0,MPL-2.0,3,5
8388,arowM,arowM/elm-monoid,1.0.1,0.18.0,MIT,2,4
8389,arowM,arowM/elm-time-machine,1.0.1,0.18.0,BSD-3-Clause,2,4
8390,JeremyBellows,JeremyBellows/elm-bootstrapify,8.0.2,0.17.0,BSD-3-Clause,2,4
8391,MichaelCombs28,MichaelCombs28/elm-parts,1.0.0,0.18.0,Apache-2.0,1,2
8392,damienklinnert,damienklinnert/elm-hue,3.1.1,0.18.0,MIT,2,3
8393,MichaelCombs28,MichaelCombs28/elm-dom,1.0.0,0.18.0,BSD-3-Clause,2,4
8394,eeue56,eeue56/elm-html-query,1.0.1,0.18.0,BSD-3-Clause,3,5
8395,eeue56,eeue56/elm-html-query,1.0.0,0.18.0,BSD-3-Clause,3,5
8396,eeue56,eeue56/elm-html-in-elm,1.0.1,0.18.0,BSD-3-Clause,2,4
8397,eeue56,eeue56/elm-html-in-elm,1.0.0,0.18.0,BSD-3-Clause,2,4
8398,terezka,terezka/elm-plot,2.1.0,0.18.0,BSD-3-Clause,4,6
8399,tripokey,tripokey/elm-fuzzy,5.0.3,0.18.0,BSD-3-Clause,1,2
8400,tortus,tortus/elm-array-2d,2.0.5,0.18.0,BSD-3-Clause,1,2
8401,tortus,tortus/elm-array-2d,2.0.4,0.18.0,BSD-3-Clause,1,2
8402,tortus,tortus/elm-array-2d,2.0.3,0.18.0,BSD-3-Clause,1,2
8403,tortus,tortus/elm-array-2d,2.0.2,0.18.0,BSD-3-Clause,1,2
8404,jinjor,jinjor/elm-contextmenu,1.0.1,0.18.0,BSD-3-Clause,4,7
8405,simonh1000,simonh1000/elm-charts,3.0.3,0.18.0,BSD-3-Clause,4,6
8406,simonh1000,simonh1000/elm-charts,3.0.2,0.18.0,BSD-3-Clause,4,6
8407,damienklinnert,damienklinnert/elm-spinner,3.0.0,0.18.0,MIT,4,7
8408,jinjor,jinjor/elm-contextmenu,1.0.0,0.18.0,BSD-3-Clause,4,7
8409,mpdairy,mpdairy/elm-component-updater,1.0.1,0.18.0,BSD-3-Clause,1,2
8410,mgold,mgold/elm-nonempty-list,3.0.0,0.18.0,BSD-3-Clause,1,2
8411,mgold,mgold/elm-geojson,1.0.1,0.18.0,BSD-3-Clause,1,2
8412,ktonon,ktonon/elm-child-update,1.0.2,0.18.0,BSD-3-Clause,1,2
8413,pzingg,pzingg/elm-navigation-extra,1.1.2,0.18.0,BSD-3-Clause,5,8
8414,pzingg,pzingg/elm-navigation-extra,1.1.1,0.18.0,BSD-3-Clause,5,8
8415,elm-lang,elm-lang/virtual-dom,2.0.1,0.18.0,BSD-3-Clause,1,2
8416,ggb,ggb/elm-bloom,1.0.1,0.18.0,MIT,2,3
8417,pzingg,pzingg/elm-navigation-extra,1.1.0,0.18.0,BSD-3-Clause,5,8
8418,pzingg,pzingg/elm-navigation-extra,1.0.1,0.18.0,BSD-3-Clause,5,8
8419,pzingg,pzingg/elm-navigation-extra,1.0.0,0.18.0,BSD-3-Clause,5,8
8420,sanichi,sanichi/elm-md5,1.0.5,0.18.0,BSD-3-Clause,1,2
8421,thaterikperson,thaterikperson/elm-blackjack,2.0.0,0.18.0,MIT,1,2
8422,sanichi,sanichi/elm-md5,1.0.4,0.18.0,BSD-3-Clause,1,2
8423,rluiten,rluiten/stemmer,1.0.3,0.18.0,BSD-3-Clause,1,2
8424,Bogdanp,Bogdanp/elm-time,1.2.1,0.18.0,BSD-3-Clause,3,4
8425,xarvh,xarvh/elm-slides,3.0.0,0.18.0,BSD-3-Clause,10,14
8426,toastal,toastal/return-optics,1.0.2,0.18.0,BSD-3-Clause,4,5
8427,jystic,jystic/elm-font-awesome,2.0.1,0.18.0,BSD-3-Clause,3,5
8428,justinmimbs,justinmimbs/elm-date-extra,2.0.2,0.18.0,BSD-3-Clause,1,2
8429,hoelzro,hoelzro/elm-drag,1.0.1,0.18.0,BSD-3-Clause,3,6
8430,danielnarey,danielnarey/elm-toolkit,3.3.0,0.18.0,BSD-2-Clause,1,2
8431,etaque,etaque/elm-hexagons,1.0.3,0.18.0,BSD-3-Clause,1,2
8432,etaque,etaque/elm-transit-style,3.0.1,0.18.0,BSD-3-Clause,3,5
8433,etaque,etaque/elm-route-parser,3.0.0,0.18.0,BSD-3-Clause,2,4
8434,nphollon,nphollon/collision,3.0.2,0.18.0,Apache-2.0,2,4
8435,etaque,etaque/elm-transit,7.0.3,0.18.0,BSD-3-Clause,2,3
8436,danielnarey,danielnarey/elm-toolkit,3.2.1,0.18.0,BSD-2-Clause,1,2
8437,danielnarey,danielnarey/elm-toolkit,3.2.0,0.18.0,BSD-2-Clause,1,2
8438,ggb,ggb/porterstemmer,1.0.2,0.18.0,BSD-3-Clause,1,2
8439,arturopala,arturopala/elm-monocle,1.3.1,0.18.0,MIT,1,2
8440,Zinggi,Zinggi/elm-game-resources,1.0.2,0.18.0,BSD-3-Clause,2,5
8441,Zinggi,Zinggi/elm-2d-game,1.0.1,0.18.0,MIT,4,6
8442,rtfeldman,rtfeldman/elm-validate,1.1.3,0.18.0,BSD-3-Clause,1,2
8443,scottcorgan,scottcorgan/keyboard-combo,2.0.2,0.18.0,BSD-3-Clause,3,7
8444,scottcorgan,scottcorgan/keyboard-combo,2.0.1,0.18.0,BSD-3-Clause,3,7
8445,eeue56,eeue56/elm-default-dict,2.0.2,0.17.0,BSD-3-Clause,1,2
8446,Zinggi,Zinggi/elm-webgl-math,1.0.5,0.18.0,BSD-3-Clause,1,2
8447,Zinggi,Zinggi/elm-webgl-math,1.0.4,0.18.0,BSD-3-Clause,1,2
8448,coreytrampe,coreytrampe/elm-vendor,2.0.3,0.18.0,BSD-3-Clause,1,2
8449,krisajenkins,krisajenkins/remotedata,4.0.0,0.18.0,MIT,2,3
8450,ccapndave,ccapndave/elm-update-extra,2.3.1,0.18.0,BSD-3-Clause,1,2
8451,rluiten,rluiten/sparsevector,1.0.2,0.18.0,BSD-3-Clause,1,2
8452,ersocon,ersocon/creditcard-validation,1.0.1,0.18.0,MIT,1,2
8453,Bogdanp,Bogdanp/elm-combine,3.1.1,0.18.0,BSD-3-Clause,2,3
8454,pdamoc,pdamoc/elm-hashids,1.0.3,0.18.0,MIT,1,2
8455,elm-community,elm-community/elm-material-icons,2.0.1,0.18.0,BSD-3-Clause,3,5
8456,nphollon,nphollon/geo3d,2.1.1,0.18.0,Apache-2.0,2,3
8457,massung,massung/elm-css,1.1.1,0.18.0,BSD-3-Clause,2,4
8458,evancz,evancz/url-parser,2.0.1,0.18.0,BSD-3-Clause,3,7
8459,elm-lang,elm-lang/navigation,2.0.1,0.18.0,BSD-3-Clause,3,5
8460,danielnarey,danielnarey/elm-toolkit,3.1.0,0.18.0,BSD-2-Clause,1,2
8461,nphollon,nphollon/update-clock,1.0.3,0.18.0,Apache-2.0,1,2
8462,billstclair,billstclair/elm-sha256,1.0.5,0.18.0,MIT,4,6
8463,billstclair,billstclair/elm-sha256,1.0.4,0.18.0,MIT,4,6
8464,w0rm,w0rm/elm-slice-show,4.0.0,0.18.0,MIT,5,8
8465,rtfeldman,rtfeldman/html-test-runner,2.0.0,0.18.0,BSD-3-Clause,4,9
8466,tesk9,tesk9/elm-html-textup,2.0.0,0.18.0,BSD-3-Clause,3,6
8467,nphollon,nphollon/update-clock,1.0.2,0.18.0,Apache-2.0,1,2
8468,etaque,etaque/elm-form,1.0.0,0.18.0,BSD-3-Clause,2,4
8469,micktwomey,micktwomey/elmo-8,2.0.0,0.18.0,MIT,6,9
8470,ohanhi,ohanhi/keyboard-extra,1.2.0,0.18.0,BSD-3-Clause,2,4
8471,eeue56,eeue56/elm-all-dict,2.0.1,0.18.0,BSD-3-Clause,1,2
8472,gampleman,gampleman/elm-visualization,1.1.0,0.18.0,MIT,4,6
8473,fapian,fapian/elm-html-aria,1.2.2,0.18.0,BSD-3-Clause,2,4
8474,joneshf,joneshf/elm-tagged,1.1.1,0.17.1,BSD-3-Clause,1,2
8475,joneshf,joneshf/elm-tagged,1.1.0,0.17.1,BSD-3-Clause,1,2
8476,lukewestby,lukewestby/worker,2.0.1,0.17.1,MIT,2,3
8477,Fresheyeball,Fresheyeball/elm-return,6.0.0,0.18.0,BSD-3-Clause,1,2
8478,ggb,ggb/elm-trend,1.0.2,0.18.0,MIT,2,4
8479,folkertdev,folkertdev/outmessage,1.0.3,0.18.0,BSD-3-Clause,2,3
8480,mgold,mgold/elm-date-format,1.1.7,0.18.0,BSD-3-Clause,1,2
8481,folkertdev,folkertdev/elm-bounding-box,1.0.1,0.18.0,BSD-3-Clause,3,4
8482,knledg,knledg/touch-events,2.1.1,0.18.0,BSD-3-Clause,3,9
8483,folkertdev,folkertdev/elm-state,2.0.0,0.18.0,BSD-3-Clause,1,2
8484,Skinney,Skinney/murmur3,2.0.4,0.18.0,MIT,1,2
8485,Skinney,Skinney/fnv,1.0.3,0.18.0,MIT,1,2
8486,Skinney,Skinney/murmur3,2.0.3,0.18.0,MIT,1,2
8487,kintail,kintail/input-widget,1.0.6,0.18.0,MPL-2.0,2,4
8488,sanichi,sanichi/elm-md5,1.0.3,0.18.0,BSD-3-Clause,1,2
8489,simonh1000,simonh1000/elm-jwt,3.0.0,0.18.0,BSD-3-Clause,3,4
8490,sanichi,sanichi/elm-md5,1.0.2,0.18.0,BSD-3-Clause,1,2
8491,sanichi,sanichi/elm-md5,1.0.1,0.18.0,BSD-3-Clause,1,2
8492,mdgriffith,mdgriffith/elm-color-mixing,1.0.4,0.18.0,BSD-3-Clause,1,2
8493,lattenwald,lattenwald/elm-base64,1.0.0,0.18.0,MIT,1,2
8494,mdgriffith,mdgriffith/elm-style-animation,3.3.0,0.18.0,BSD-3-Clause,5,7
8495,krisajenkins,krisajenkins/elm-cdn,1.4.0,0.18.0,BSD-3-Clause,2,4
8496,rluiten,rluiten/mailcheck,4.1.3,0.18.0,BSD-3-Clause,3,4
8497,rluiten,rluiten/stringdistance,1.0.3,0.18.0,BSD-3-Clause,1,2
8498,Bogdanp,Bogdanp/elm-time,1.2.0,0.18.0,BSD-3-Clause,3,4
8499,elm-community,elm-community/webgl,1.0.0,0.18.0,BSD-3-Clause,2,4
8500,terezka,terezka/elm-plot,2.0.3,0.18.0,BSD-3-Clause,4,6
8501,rluiten,rluiten/elm-date-extra,8.1.2,0.18.0,BSD-3-Clause,1,2
8502,eskimoblood,eskimoblood/elm-wallpaper,2.1.5,0.18.0,BSD-3-Clause,1,2
8503,myrho,myrho/elm-round,1.0.1,0.18.0,BSD-3-Clause,1,2
8504,krisajenkins,krisajenkins/history,1.1.1,0.18.0,BSD-3-Clause,2,7
8505,eskimoblood,eskimoblood/elm-simplex-noise,1.2.3,0.18.0,MIT,2,3
8506,marcosh,marcosh/elm-html-to-unicode,1.0.2,0.18.0,MIT,3,5
8507,avh4,avh4/elm-transducers,3.0.1,0.18.0,MIT,1,2
8508,avh4,avh4/elm-meshes,1.0.1,0.18.0,MIT,2,3
8509,mgold,mgold/elm-random-pcg,4.0.2,0.18.0,BSD-3-Clause,1,2
8510,mgold,mgold/elm-animation,1.0.5,0.18.0,BSD-3-Clause,1,2
8511,jvoigtlaender,jvoigtlaender/elm-warshall,1.0.2,0.18.0,BSD-3-Clause,2,6
8512,elm-community,elm-community/easing-functions,1.0.2,0.18.0,BSD-3-Clause,1,2
8513,avh4,avh4/elm-fifo,1.0.3,0.18.0,MIT,1,2
8514,lukewestby,lukewestby/elm-http-builder,4.0.0,0.18.0,MIT,2,3
8515,danielnarey,danielnarey/elm-form-capture,1.0.1,0.18.0,BSD-2-Clause,5,0
8516,tesk9,tesk9/elm-html-textup,1.0.1,0.18.0,BSD-3-Clause,3,6
8517,danielnarey,danielnarey/elm-stylesheet,2.0.1,0.18.0,BSD-2-Clause,4,6
8518,fbonetti,fbonetti/elm-phoenix-socket,2.0.1,0.18.0,MIT,2,3
8519,eeue56,eeue56/elm-flat-matrix,3.0.2,0.18.0,BSD-3-Clause,3,5
8520,fbonetti,fbonetti/elm-geodesy,1.0.1,0.18.0,BSD-3-Clause,1,2
8521,danielnarey,danielnarey/elm-input-validation,1.0.1,0.18.0,BSD-2-Clause,3,5
8522,danielnarey,danielnarey/elm-font-import,1.0.1,0.18.0,BSD-2-Clause,4,6
8523,danielnarey,danielnarey/elm-css-basics,2.0.1,0.18.0,BSD-2-Clause,3,5
8524,billstclair,billstclair/elm-dynamodb,1.0.2,0.18.0,MIT,3,4
8525,nphollon,nphollon/update-clock,1.0.1,0.18.0,Apache-2.0,1,2
8526,labzero,labzero/elm-google-geocoding,4.0.1,0.18.0,BSD-3-Clause,3,4
8527,Skinney,Skinney/fnv,1.0.2,0.18.0,MIT,1,2
8528,krisajenkins,krisajenkins/elm-dialog,4.0.2,0.18.0,MIT,4,8
8529,sporto,sporto/erl,10.0.2,0.18.0,MIT,2,3
8530,labzero,labzero/elm-google-geocoding,4.0.0,0.18.0,BSD-3-Clause,3,4
8531,eskimoblood,eskimoblood/elm-color-extra,3.2.3,0.18.0,BSD-3-Clause,2,3
8532,prikhi,prikhi/elm-http-builder,1.0.0,0.18.0,MIT,2,3
8533,thomasloh,thomasloh/elm-phone,2.0.1,0.18.0,MIT,2,4
8534,etaque,etaque/elm-response,3.0.0,0.18.0,BSD-3-Clause,1,2
8535,danielnarey,danielnarey/elm-toolkit,3.0.0,0.18.0,BSD-2-Clause,1,2
8536,billstclair,billstclair/elm-bitwise-infix,1.0.2,0.18.0,MIT,1,2
8537,billstclair,billstclair/elm-versioned-json,1.0.2,0.18.0,MIT,1,2
8538,billstclair,billstclair/elm-versioned-json,1.0.1,0.18.0,MIT,1,2
8539,elm-community,elm-community/linear-algebra,1.0.0,0.18.0,BSD-3-Clause,1,2
8540,billstclair,billstclair/elm-versioned-json,1.0.0,0.17.1,MIT,1,2
8541,abadi199,abadi199/elm-input-extra,3.0.0,0.17.0,BSD-3-Clause,2,4
8542,abadi199,abadi199/elm-input-extra,2.1.0,0.17.0,BSD-3-Clause,2,4
8543,ggb,ggb/numeral-elm,1.2.3,0.18.0,MIT,1,2
8544,toastal,toastal/trinary,1.0.1,0.18.0,BSD-3-Clause,1,2
8545,bloom,bloom/remotedata,1.0.1,0.18.0,MIT,2,3
8546,toastal,toastal/either,3.0.0,0.18.0,BSD-3-Clause,1,2
8547,bloom,bloom/elm-return,1.0.1,0.18.0,BSD-3-Clause,1,2
8548,benansell,benansell/elm-geometric-transformation,1.0.3,0.18.0,BSD-3-Clause,1,2
8549,fredcy,fredcy/elm-defer-command,1.0.1,0.18.0,BSD-3-Clause,2,3
8550,fredcy,fredcy/elm-debouncer,1.0.2,0.18.0,BSD-3-Clause,2,4
8551,mpizenberg,mpizenberg/elm-image-annotation,5.0.0,0.17.1,MPL-2.0,4,6
8552,benansell,benansell/lobo-elm-test-extra,1.0.1,0.18.0,BSD-3-Clause,3,9
8553,naddeoa,naddeoa/elm-simple-bootstrap,1.1.0,0.17.1,BSD-3-Clause,2,4
8554,krisajenkins,krisajenkins/elm-exts,26.1.0,0.18.0,MIT,4,6
8555,krisajenkins,krisajenkins/elm-exts,26.0.0,0.18.0,MIT,4,6
8556,krisajenkins,krisajenkins/formatting,4.0.6,0.18.0,MIT,3,5
8557,sanichi,sanichi/elm-md5,1.0.0,0.17.1,BSD-3-Clause,1,2
8558,edvail,edvail/elm-polymer,3.0.0,0.17.0,BSD-3-Clause,2,4
