id,author,pkg,version,elm_version,license,direct_dep_count,total_dep_count
4313,billstclair,billstclair/elm-sortable-table,1.0.0,0.19.0,BSD-3-Clause,3,5
4314,elm-community,elm-community/easing-functions,2.0.0,0.19.0,BSD-3-Clause,1,2
4315,dillonkearns,dillonkearns/elm-graphql,1.1.0,0.19.0,BSD-3-Clause,7,9
4316,ozmat,ozmat/elm-forms,2.0.1,0.19.0,BSD-3-Clause,3,4
4317,carwow,carwow/elm-slider,6.0.1,0.19.0,BSD-3-Clause,5,9
4318,mdgriffith,mdgriffith/stylish-elephants,8.1.0,0.19.0,BSD-3-Clause,4,5
4319,cuducos,cuducos/elm-format-number,6.0.2,0.19.0,BSD-3-Clause,2,3
4320,the-sett,the-sett/elm-update-helper,1.4.1,0.19.0,BSD-3-Clause,1,2
4321,the-sett,the-sett/elm-string-case,1.0.2,0.19.0,BSD-3-Clause,1,2
4322,the-sett,the-sett/elm-state-machines,1.0.1,0.19.0,BSD-3-Clause,1,2
4323,ozmat,ozmat/elm-validation,2.2.1,0.19.0,BSD-3-Clause,1,2
4324,the-sett,the-sett/ai-search,4.1.1,0.19.0,BSD-3-Clause,2,3
4325,jackfranklin,jackfranklin/elm-parse-link-header,2.0.0,0.19.0,BSD-3-Clause,3,6
4326,tripokey,tripokey/elm-fuzzy,5.2.1,0.19.0,BSD-3-Clause,1,2
4327,FabienHenon,FabienHenon/elm-infinite-scroll,3.0.0,0.19.0,BSD-3-Clause,4,6
4328,kuon,kuon/elm-hsluv,2.1.0,0.19.0,BSD-3-Clause,1,2
4329,arowM,arowM/elm-form-validator,2.1.0,0.19.0,MIT,3,6
4330,kuon,kuon/elm-hsluv,2.0.0,0.19.0,BSD-3-Clause,1,2
4331,folkertdev,folkertdev/elm-deque,3.0.0,0.19.0,BSD-3-Clause,1,2
4332,ThinkAlexandria,ThinkAlexandria/elm-pretty-print-json,1.0.1,0.19.0,BSD-3-Clause,4,7
4333,folkertdev,folkertdev/svg-path-lowlevel,3.0.0,0.19.0,BSD-3-Clause,2,3
4334,the-sett,the-sett/elm-pretty-printer,2.0.0,0.19.0,BSD-3-Clause,2,5
4335,emilianobovetti,emilianobovetti/edit-distance,1.0.2,0.19.0,BSD-3-Clause,1,2
4336,debois,debois/elm-dom,1.3.0,0.19.0,Apache-2.0,3,5
4337,billstclair,billstclair/elm-svg-button,2.0.0,0.19.0,MIT,6,9
4338,billstclair,billstclair/elm-dev-random,1.1.6,0.19.0,MIT,2,4
4339,Microsoft,Microsoft/elm-json-tree-view,2.0.0,0.19.0,MIT,3,5
4340,ThinkAlexandria,ThinkAlexandria/window-manager,1.0.0,0.19.0,MIT,4,12
4341,ThinkAlexandria,ThinkAlexandria/css-in-elm,1.0.0,0.19.0,BSD-3-Clause,5,6
4342,Chadtech,Chadtech/elm-provider,2.0.0,0.19.0,BSD-3-Clause,2,5
4343,arowM,arowM/elm-form-validator,2.0.0,0.19.0,MIT,3,6
4344,Libbum,Libbum/elm-partition,1.0.0,0.19.0,BSD-3-Clause,2,3
4345,capitalist,capitalist/elm-octicons,2.2.1,0.19.0,BSD-3-Clause,3,6
4346,pastelInc,pastelInc/elm-validator,1.0.2,0.19.0,MIT,1,2
4347,pastelInc,pastelInc/elm-validator,1.0.1,0.19.0,MIT,1,2
4348,billstclair,billstclair/elm-localstorage,4.0.3,0.19.0,MIT,3,5
4349,elm-community,elm-community/json-extra,4.0.0,0.19.0,MIT,4,6
4350,kkpoon,kkpoon/elm-echarts,9.0.1,0.19.0,BSD-3-Clause,3,5
4351,Gizra,Gizra/elm-attribute-builder,1.0.1,0.19.0,MIT,2,5
4352,kkpoon,kkpoon/elm-auth0-urlparser,2.0.1,0.19.0,BSD-3-Clause,2,3
4353,kkpoon,kkpoon/elm-auth0,3.0.0,0.19.0,BSD-3-Clause,7,8
4354,elm-explorations,elm-explorations/linear-algebra,1.0.1,0.19.0,BSD-3-Clause,1,2
4355,dawehner,dawehner/elm-colorbrewer,3.0.1,0.19.0,BSD-3-Clause,1,2
4356,rgrempel,rgrempel/elm-http-decorators,3.0.0,0.19.0,BSD-3-Clause,4,5
4357,myrho,myrho/elm-round,1.0.4,0.19.0,BSD-3-Clause,1,2
4358,Elm-Canvas,Elm-Canvas/raster-shapes,1.1.2,0.19.0,BSD-3-Clause,1,2
4359,1602,1602/json-schema,4.1.1,0.19.0,BSD-3-Clause,6,8
4360,Chadtech,Chadtech/elm-us-state-abbreviations,2.0.2,0.19.0,BSD-3-Clause,1,2
4361,Chadtech,Chadtech/elm-bool-extra,2.0.0,0.19.0,BSD-3-Clause,1,2
4362,ThinkAlexandria,ThinkAlexandria/elm-drag-locations,3.0.1,0.19.0,BSD-3-Clause,4,8
4363,ThinkAlexandria,ThinkAlexandria/elm-drag-locations,3.0.0,0.19.0,BSD-3-Clause,4,8
4364,Chadtech,Chadtech/random-pipeline,1.0.2,0.19.0,BSD-3-Clause,2,4
4365,Chadtech,Chadtech/unique-list,2.1.1,0.19.0,BSD-3-Clause,1,2
4366,1602,1602/json-value,3.0.1,0.19.0,BSD-3-Clause,2,3
4367,larribas,larribas/elm-multi-input,2.0.0,0.19.0,BSD-3-Clause,5,9
4368,Chadtech,Chadtech/elm-money,2.0.0,0.19.0,BSD-3-Clause,1,2
4369,zwilias,zwilias/elm-utf-tools,2.0.1,0.19.0,BSD-3-Clause,1,2
4370,turboMaCk,turboMaCk/elm-continue,1.0.2,0.19.0,BSD-3-Clause,1,2
4371,jinjor,jinjor/elm-debounce,3.0.0,0.19.0,BSD-3-Clause,2,5
4372,jinjor,jinjor/elm-diff,1.0.5,0.19.0,BSD-3-Clause,1,2
4373,dawehner,dawehner/elm-colorbrewer,3.0.0,0.19.0,BSD-3-Clause,1,2
4374,simonh1000,simonh1000/elm-jwt,6.0.0,0.19.0,BSD-3-Clause,6,7
4375,ryota0624,ryota0624/date-controll,1.0.2,0.19.0,BSD-3-Clause,3,6
4376,pablen,pablen/toasty,1.1.1,0.19.0,BSD-3-Clause,5,8
4377,ggb,ggb/porterstemmer,1.0.3,0.19.0,MIT,2,3
4378,ggb,ggb/elm-bloom,1.0.2,0.19.0,MIT,2,3
4379,ggb,ggb/elm-trend,1.0.3,0.19.0,MIT,2,5
4380,Fresheyeball,Fresheyeball/elm-return,7.0.0,0.19.0,BSD-3-Clause,1,2
4381,ggb,ggb/elm-sentiment,1.0.1,0.19.0,MIT,2,3
4382,zwilias,zwilias/elm-rosetree,1.2.2,0.19.0,BSD-3-Clause,1,2
4383,etaque,etaque/elm-response,3.1.0,0.19.0,BSD-3-Clause,1,2
4384,joakin,joakin/elm-canvas,2.1.1,0.19.0,BSD-3-Clause,3,5
4385,joakin,joakin/elm-canvas,2.1.0,0.19.0,BSD-3-Clause,3,5
4386,rtfeldman,rtfeldman/elm-validate,4.0.1,0.19.0,BSD-3-Clause,2,3
4387,arowM,arowM/elm-reference,1.0.4,0.19.0,MIT,1,2
4388,imjoehaines,imjoehaines/afinn-165-elm,1.0.0,0.19.0,MIT,1,2
4389,ryota0624,ryota0624/date-controll,1.0.1,0.19.0,BSD-3-Clause,3,6
4390,truqu,truqu/elm-dictset,2.0.0,0.19.0,MIT,1,2
4391,ggb,ggb/numeral-elm,1.4.2,0.19.0,MIT,2,3
4392,joakin,joakin/elm-grid,1.0.1,0.19.0,BSD-3-Clause,1,2
4393,pablohirafuji,pablohirafuji/elm-markdown,2.0.5,0.19.0,BSD-3-Clause,4,7
4394,gampleman,gampleman/elm-mapbox,1.0.0,0.19.0,MIT,3,5
4395,jxxcarlson,jxxcarlson/meenylatex,3.0.0,0.19.0,BSD-3-Clause,7,10
4396,pablohirafuji,pablohirafuji/elm-qrcode,3.0.0,0.19.0,BSD-3-Clause,4,7
4397,allo-media,allo-media/canopy,1.0.0,0.19.0,MIT,2,3
4398,owanturist,owanturist/elm-graphql,4.0.0,0.19.0,MIT,5,6
4399,larribas,larribas/elm-multi-input,1.0.1,0.19.0,BSD-3-Clause,5,9
4400,stil4m,stil4m/structured-writer,1.0.2,0.19.0,MIT,1,2
4401,dillonkearns,dillonkearns/elm-cli-options-parser,1.0.2,0.19.0,BSD-3-Clause,3,4
4402,kuzminadya,kuzminadya/mogeefont,2.0.1,0.19.0,MIT,1,2
4403,zwilias,zwilias/elm-rosetree,1.2.1,0.19.0,BSD-3-Clause,1,2
4404,elm-explorations,elm-explorations/webgl,1.0.1,0.19.0,BSD-3-Clause,2,5
4405,stoeffel,stoeffel/elm-verify,5.0.0,0.19.0,BSD-3-Clause,2,3
4406,billstclair,billstclair/elm-crypto-aes,1.0.8,0.19.0,MIT,3,4
4407,dillonkearns,dillonkearns/elm-graphql,1.0.0,0.19.0,BSD-3-Clause,7,9
4408,billstclair,billstclair/elm-crypto-aes,1.0.7,0.19.0,MIT,3,4
4409,jschomay,jschomay/elm-paginate,3.0.1,0.19.0,BSD-3-Clause,8,11
4410,billstclair,billstclair/elm-crypto-aes,1.0.6,0.19.0,MIT,3,4
4411,thaterikperson,thaterikperson/elm-strftime,2.0.2,0.19.0,BSD-3-Clause,3,4
4412,thaterikperson,thaterikperson/elm-strftime,2.0.1,0.19.0,BSD-3-Clause,3,4
4413,thaterikperson,thaterikperson/elm-strftime,2.0.0,0.19.0,BSD-3-Clause,3,4
4414,peterszerzo,peterszerzo/elm-porter,2.1.1,0.19.0,BSD-3-Clause,4,5
4415,TSFoster,TSFoster/elm-heap,2.1.1,0.19.0,MIT,1,2
4416,tortus,tortus/elm-array-2d,2.1.2,0.19.0,BSD-3-Clause,2,3
4417,rtfeldman,rtfeldman/elm-validate,4.0.0,0.19.0,BSD-3-Clause,2,3
4418,babsballetschool,babsballetschool/image-directory,1.0.0,0.19.0,MIT,5,9
4419,miyamoen,miyamoen/select-list,2.0.0,0.19.0,BSD-3-Clause,1,2
4420,slashmili,slashmili/phoenix-socket,4.0.0,0.19.0,MIT,5,6
4421,ryota0624,ryota0624/date-controll,1.0.0,0.19.0,BSD-3-Clause,2,3
4422,avh4,avh4/elm-fifo,1.0.4,0.19.0,MIT,1,2
4423,hecrj,hecrj/html-parser,1.0.0,0.19.0,BSD-3-Clause,3,4
4424,turboMaCk,turboMaCk/any-dict,1.0.1,0.19.0,BSD-3-Clause,1,2
4425,ianmackenzie,ianmackenzie/elm-3d-camera,1.0.2,0.19.0,MPL-2.0,4,8
4426,ianmackenzie,ianmackenzie/elm-geometry-linear-algebra-interop,1.0.2,0.19.0,MPL-2.0,3,7
4427,jschomay,jschomay/elm-bounded-number,2.0.0,0.19.0,BSD-3-Clause,6,8
4428,ianmackenzie,ianmackenzie/elm-3d-camera,1.0.1,0.19.0,MPL-2.0,4,8
4429,ianmackenzie,ianmackenzie/elm-geometry-linear-algebra-interop,1.0.1,0.19.0,MPL-2.0,3,7
4430,elm-community,elm-community/random-extra,3.0.0,0.19.0,BSD-3-Clause,3,4
4431,jweir,jweir/sparkline,4.0.0,0.19.0,BSD-3-Clause,3,6
4432,jweir,jweir/elm-iso8601,4.0.3,0.19.0,MIT,2,3
4433,jweir,jweir/elm-iso8601,4.0.2,0.19.0,MIT,2,3
4434,pilatch,pilatch/flip,1.0.0,0.19.0,ISC,1,2
4435,mdgriffith,mdgriffith/stylish-elephants,8.0.2,0.19.0,BSD-3-Clause,4,5
4436,ohanhi,ohanhi/autoexpand,3.0.0,0.19.0,BSD-3-Clause,3,5
4437,ohanhi,ohanhi/keyboard,1.0.0,0.19.0,BSD-3-Clause,3,8
4438,ohanhi,ohanhi/remotedata-http,3.0.0,0.19.0,BSD-3-Clause,4,5
4439,fbonetti,fbonetti/elm-geodesy,2.0.0,0.19.0,BSD-3-Clause,1,2
4440,elm-community,elm-community/string-extra,3.0.0,0.19.0,BSD-3-Clause,2,3
4441,elm-community,elm-community/string-extra,2.0.0,0.19.0,BSD-3-Clause,2,3
4442,mdgriffith,mdgriffith/stylish-elephants,8.0.1,0.19.0,BSD-3-Clause,4,5
4443,prozacchiwawa,prozacchiwawa/elm-json-codec,3.0.0,0.19.0,MIT,2,3
4444,1602,1602/elm-feather,2.3.2,0.19.0,BSD-3-Clause,5,6
4445,mdgriffith,mdgriffith/stylish-elephants,8.0.0,0.19.0,BSD-3-Clause,4,5
4446,elm-community,elm-community/intdict,3.0.0,0.19.0,MIT,1,2
4447,mdgriffith,mdgriffith/stylish-elephants,7.0.0,0.19.0,BSD-3-Clause,4,5
4448,Janiczek,Janiczek/architecture-test,1.0.2,0.19.0,BSD-3-Clause,3,8
4449,mdgriffith,mdgriffith/elm-style-animation,4.0.0,0.19.0,BSD-3-Clause,5,9
4450,Janiczek,Janiczek/architecture-test,1.0.1,0.19.0,BSD-3-Clause,3,8
4451,krisajenkins,krisajenkins/remotedata,5.0.0,0.19.0,MIT,3,4
4452,elm-athlete,elm-athlete/athlete,1.0.0,0.19.0,BSD-3-Clause,14,15
4453,truqu,truqu/elm-md5,1.0.1,0.19.0,BSD-3-Clause,2,3
4454,zwilias,zwilias/elm-utf-tools,2.0.0,0.19.0,BSD-3-Clause,1,2
4455,truqu,truqu/elm-base64,2.0.4,0.19.0,MIT,2,3
4456,arturopala,arturopala/elm-monocle,2.0.0,0.19.0,MIT,1,2
4457,elm-community,elm-community/json-extra,3.0.0,0.19.0,MIT,2,3
4458,alexanderkiel,alexanderkiel/list-selection,1.0.0,0.19.0,BSD-3-Clause,1,2
4459,bChiquet,bChiquet/elm-accessors,1.0.1,0.19.0,BSD-3-Clause,1,2
4460,surprisetalk,surprisetalk/elm-bulma,6.1.2,0.19.0,MIT,2,5
4461,toastal,toastal/either,3.5.0,0.19.0,BSD-3-Clause,2,3
4462,mgold,mgold/elm-nonempty-list,4.0.0,0.19.0,BSD-3-Clause,2,4
4463,ianmackenzie,ianmackenzie/elm-geometry-svg,1.0.1,0.19.0,MPL-2.0,3,10
4464,ianmackenzie,ianmackenzie/elm-geometry,1.1.0,0.19.0,MPL-2.0,4,5
4465,ianmackenzie,ianmackenzie/elm-triangular-mesh,1.0.2,0.19.0,MPL-2.0,1,2
4466,ianmackenzie,ianmackenzie/elm-interval,1.0.1,0.19.0,MPL-2.0,2,3
4467,ianmackenzie,ianmackenzie/elm-float-extra,1.0.1,0.19.0,MPL-2.0,1,2
4468,Chadtech,Chadtech/id,4.0.0,0.19.0,BSD-3-Clause,3,5
4469,Chadtech,Chadtech/return,1.0.2,0.19.0,BSD-3-Clause,1,2
4470,jorgengranseth,jorgengranseth/elm-string-format,1.0.1,0.19.0,BSD-3-Clause,2,3
4471,jaredramirez,jaredramirez/elm-field,1.1.0,0.19.0,BSD-3-Clause,3,6
4472,guid75,guid75/ziplist,1.0.1,0.19.0,BSD-3-Clause,1,2
4473,mdgriffith,mdgriffith/style-elements,5.0.0,0.19.0,BSD-3-Clause,6,7
4474,xarvh,xarvh/elm-gamepad,2.0.0,0.19.0,BSD-3-Clause,6,8
4475,elm-explorations,elm-explorations/webgl,1.0.0,0.19.0,BSD-3-Clause,2,5
4476,elm-explorations,elm-explorations/linear-algebra,1.0.0,0.19.0,BSD-3-Clause,1,2
4477,benthepoet,benthepoet/elm-purecss,1.0.3,0.19.0,BSD-3-Clause,1,2
4478,ryannhg,ryannhg/date-format,1.0.0,0.19.0,BSD-3-Clause,2,3
4479,lukewestby,lukewestby/elm-template,3.0.0,0.19.0,MIT,1,2
4480,lukewestby,lukewestby/http-extra,2.0.1,0.19.0,MIT,3,4
4481,lukewestby,lukewestby/elm-string-interpolate,1.0.3,0.19.0,MIT,2,3
4482,lukewestby,lukewestby/elm-http-builder,6.0.0,0.19.0,MIT,5,6
4483,rtfeldman,rtfeldman/elm-hex,1.0.0,0.19.0,BSD-3-Clause,1,2
4484,jamesmacaulay,jamesmacaulay/elm-graphql,2.0.0,0.19.0,BSD-3-Clause,4,5
4485,Janiczek,Janiczek/architecture-test,1.0.0,0.19.0,BSD-3-Clause,3,8
4486,guid75,guid75/ziplist,1.0.0,0.19.0,BSD-3-Clause,1,2
4487,Janiczek,Janiczek/cmd-extra,1.0.0,0.19.0,BSD-3-Clause,2,3
4488,norpan,norpan/elm-html5-drag-drop,3.0.0,0.19.0,BSD-3-Clause,4,8
4489,joshforisha,joshforisha/elm-html-entities,1.0.0,0.19.0,BSD-3-Clause,1,2
4490,VerbalExpressions,VerbalExpressions/elm-verbal-expressions,2.0.0,0.19.0,MIT,2,3
4491,Punie,Punie/elm-reader,1.0.0,0.19.0,BSD-3-Clause,1,2
4492,Punie,Punie/elm-parser-extras,1.0.0,0.19.0,BSD-3-Clause,2,3
4493,justinmimbs,justinmimbs/date,1.0.0,0.19.0,BSD-3-Clause,2,3
4494,pdamoc,pdamoc/elm-hashids,1.0.4,0.19.0,MIT,3,4
4495,ContaSystemer,ContaSystemer/elm-menu,1.0.0,0.19.0,BSD-3-Clause,4,8
4496,ChristophP,ChristophP/elm-i18next,3.0.1,0.19.0,BSD-3-Clause,3,4
4497,mpizenberg,mpizenberg/elm-pointer-events,3.0.0,0.19.0,MPL-2.0,3,5
4498,ChristophP,ChristophP/elm-i18next,3.0.0,0.19.0,BSD-3-Clause,3,4
4499,elm-community,elm-community/list-extra,8.0.0,0.19.0,BSD-3-Clause,1,2
4500,ohanhi,ohanhi/lorem,1.0.2,0.19.0,BSD-3-Clause,2,5
4501,elm-explorations,elm-explorations/test,1.0.0,0.19.0,BSD-3-Clause,2,4
4502,NoRedInk,NoRedInk/elm-json-decode-pipeline,1.0.0,0.19.0,BSD-3-Clause,2,3
4503,rtfeldman,rtfeldman/elm-iso8601-date-strings,1.0.0,0.19.0,BSD-3-Clause,3,4
4504,hecrj,hecrj/composable-form,4.0.0,0.19.0,BSD-3-Clause,2,5
4505,stephenreddek,stephenreddek/elm-time-picker,1.0.3,0.19.0,BSD-3-Clause,4,6
4506,elm-community,elm-community/dict-extra,2.3.1,0.19.0,MIT,1,2
4507,Skinney,Skinney/murmur3,2.0.7,0.19.0,MIT,1,2
4508,elm,elm/regex,1.0.0,0.19.0,BSD-3-Clause,1,2
4509,elm-explorations,elm-explorations/markdown,1.0.0,0.19.0,BSD-3-Clause,2,5
4510,elm,elm/browser,1.0.0,0.19.0,BSD-3-Clause,5,7
4511,elm,elm/project-metadata-utils,1.0.0,0.19.0,BSD-3-Clause,3,4
4512,elm,elm/url,1.0.0,0.19.0,BSD-3-Clause,1,2
4513,elm,elm/svg,1.0.0,0.19.0,BSD-3-Clause,4,5
4514,elm,elm/html,1.0.0,0.19.0,BSD-3-Clause,3,4
4515,elm,elm/virtual-dom,1.0.0,0.19.0,BSD-3-Clause,2,3
4516,elm,elm/parser,1.0.0,0.19.0,BSD-3-Clause,1,2
4517,elm,elm/http,1.0.0,0.19.0,BSD-3-Clause,2,3
4518,elm,elm/random,1.0.0,0.19.0,BSD-3-Clause,2,3
4519,elm,elm/time,1.0.0,0.19.0,BSD-3-Clause,1,2
4520,elm,elm/json,1.0.0,0.19.0,BSD-3-Clause,1,2
4521,elm,elm/core,1.0.0,0.19.0,BSD-3-Clause,0,1
4522,peterszerzo,peterszerzo/elm-natural-ui,15.2.2,0.18.0,BSD-3-Clause,6,13
4523,peterszerzo,peterszerzo/elm-natural-ui,15.2.1,0.18.0,BSD-3-Clause,6,13
4524,miyamoen,miyamoen/select-list,1.2.0,0.18.0,BSD-3-Clause,1,2
4525,peterszerzo,peterszerzo/elm-natural-ui,15.2.0,0.18.0,BSD-3-Clause,6,13
4526,peterszerzo,peterszerzo/elm-natural-ui,15.1.0,0.18.0,BSD-3-Clause,6,13
4527,lovasoa,lovasoa/elm-rolling-list,1.1.1,0.18.0,BSD-3-Clause,1,2
4528,lovasoa,lovasoa/elm-rolling-list,1.1.0,0.18.0,BSD-3-Clause,1,2
4529,ryan-senn,ryan-senn/stellar-elm-sdk,1.0.2,0.18.0,BSD-3-Clause,6,7
4530,NoRedInk,NoRedInk/noredink-ui,5.11.0,0.18.0,BSD-3-Clause,11,17
4531,NoRedInk,NoRedInk/noredink-ui,5.10.0,0.18.0,BSD-3-Clause,11,17
4532,peterszerzo,peterszerzo/elm-natural-ui,15.0.1,0.18.0,BSD-3-Clause,6,13
4533,peterszerzo,peterszerzo/elm-natural-ui,15.0.0,0.18.0,BSD-3-Clause,6,13
4534,miyamoen,miyamoen/select-list,1.1.0,0.18.0,BSD-3-Clause,1,2
4535,Orasund,Orasund/pixelengine,2.2.10,0.18.0,BSD-3-Clause,2,7
4536,truqu,truqu/elm-oauth2,2.2.1,0.18.0,MIT,6,11
4537,Orasund,Orasund/pixelengine,2.2.9,0.18.0,BSD-3-Clause,2,7
4538,Orasund,Orasund/pixelengine,2.2.8,0.18.0,BSD-3-Clause,2,7
4539,abradley2,abradley2/elm-form-controls,4.0.2,0.18.0,MIT,4,6
4540,peterszerzo,peterszerzo/elm-natural-ui,14.0.0,0.18.0,BSD-3-Clause,6,13
4541,Orasund,Orasund/pixelengine,2.2.7,0.18.0,BSD-3-Clause,2,7
4542,Orasund,Orasund/pixelengine,2.2.6,0.18.0,BSD-3-Clause,2,7
4543,Orasund,Orasund/pixelengine,2.2.5,0.18.0,BSD-3-Clause,2,7
4544,passiomatic,passiomatic/elm-figma-api,2.0.0,0.18.0,MIT,5,6
4545,dillonkearns,dillonkearns/elm-cli-options-parser,1.0.1,0.18.0,BSD-3-Clause,4,5
4546,dillonkearns,dillonkearns/elm-cli-options-parser,1.0.0,0.18.0,BSD-3-Clause,4,5
4547,jorgengranseth,jorgengranseth/elm-string-format,1.0.0,0.18.0,BSD-3-Clause,1,2
4548,slashmili,slashmili/phoenix-socket,3.1.0,0.18.0,MIT,4,6
4549,1602,1602/elm-feather,2.3.1,0.18.0,BSD-3-Clause,4,5
4550,1602,1602/elm-feather,2.3.0,0.18.0,BSD-3-Clause,3,5
4551,ryan-senn,ryan-senn/stellar-elm-sdk,1.0.1,0.18.0,BSD-3-Clause,6,7
4552,JustinLove,JustinLove/elm-twitch-api,2.0.0,0.18.0,BSD-3-Clause,3,5
4553,slashmili,slashmili/phoenix-socket,3.0.0,0.18.0,MIT,4,6
4554,Orasund,Orasund/pixelengine,2.2.4,0.18.0,BSD-3-Clause,2,7
4555,Orasund,Orasund/pixelengine,2.2.3,0.18.0,BSD-3-Clause,2,7
4556,Orasund,Orasund/pixelengine,2.2.2,0.18.0,BSD-3-Clause,2,7
4557,Orasund,Orasund/pixelengine,2.2.1,0.18.0,BSD-3-Clause,2,7
4558,Orasund,Orasund/pixelengine,2.2.0,0.18.0,BSD-3-Clause,2,7
4559,jjant,jjant/elm-dict,1.0.0,0.18.0,BSD-3-Clause,1,2
4560,slashmili,slashmili/phoenix-socket,2.0.0,0.18.0,MIT,4,6
4561,peterszerzo,peterszerzo/elm-natural-ui,13.5.7,0.18.0,BSD-3-Clause,6,13
4562,zwilias,zwilias/elm-toml,1.0.0,0.18.0,BSD-3-Clause,4,6
4563,peterszerzo,peterszerzo/elm-natural-ui,13.5.6,0.18.0,BSD-3-Clause,6,13
4564,peterszerzo,peterszerzo/elm-natural-ui,13.5.5,0.18.0,BSD-3-Clause,6,13
4565,peterszerzo,peterszerzo/elm-natural-ui,13.5.4,0.18.0,BSD-3-Clause,6,13
4566,peterszerzo,peterszerzo/elm-natural-ui,13.5.3,0.18.0,BSD-3-Clause,6,13
4567,slashmili,slashmili/phoenix-socket,1.0.0,0.18.0,MIT,4,6
4568,gicentre,gicentre/elm-vega,3.0.1,0.18.0,BSD-3-Clause,2,4
4569,gicentre,gicentre/elm-vega,3.0.0,0.18.0,BSD-3-Clause,2,4
4570,jirichmiel,jirichmiel/minimax,1.0.1,0.18.0,BSD-3-Clause,1,2
4571,jirichmiel,jirichmiel/minimax,1.0.0,0.18.0,BSD-3-Clause,1,2
4572,jjant,jjant/elm-comonad-zipper,1.0.0,0.18.0,BSD-3-Clause,1,2
4573,peterszerzo,peterszerzo/elm-natural-ui,13.5.2,0.18.0,BSD-3-Clause,6,13
4574,arnau,arnau/elm-objecthash,1.2.0,0.18.0,BSD-3-Clause,2,3
4575,humio,humio/elm-dashboard,5.0.0,0.18.0,Apache-2.0,4,7
4576,peterszerzo,peterszerzo/elm-natural-ui,13.5.1,0.18.0,BSD-3-Clause,6,13
4577,arnau,arnau/elm-objecthash,1.1.0,0.18.0,BSD-3-Clause,2,3
4578,arnau,arnau/elm-objecthash,1.0.1,0.18.0,BSD-3-Clause,2,3
4579,arnau,arnau/elm-objecthash,1.0.0,0.18.0,BSD-3-Clause,2,3
4580,hecrj,hecrj/composable-form,3.0.1,0.18.0,BSD-3-Clause,2,4
4581,peterszerzo,peterszerzo/elm-natural-ui,13.5.0,0.18.0,BSD-3-Clause,6,13
4582,Orasund,Orasund/pixelengine,2.1.0,0.18.0,BSD-3-Clause,2,7
4583,miyamoen,miyamoen/bibliopola,1.0.0,0.18.0,BSD-3-Clause,9,15
4584,hecrj,hecrj/composable-form,3.0.0,0.18.0,BSD-3-Clause,2,4
4585,surprisetalk,surprisetalk/elm-bulma,6.1.1,0.18.0,BSD-3-Clause,2,4
4586,MikaelMayer,MikaelMayer/parser,1.1.0,0.18.0,BSD-3-Clause,2,3
4587,zwilias,zwilias/elm-rosetree,1.2.0,0.18.0,BSD-3-Clause,1,2
4588,Punie,Punie/elm-matrix,1.1.1,0.18.0,BSD-3-Clause,2,3
4589,rluiten,rluiten/elm-date-extra,9.4.0,0.18.0,BSD-3-Clause,1,2
4590,joakin,joakin/elm-grid,1.0.0,0.18.0,BSD-3-Clause,2,4
4591,ryan-senn,ryan-senn/stellar-elm-sdk,1.0.0,0.18.0,BSD-3-Clause,6,7
4592,derrickreimer,derrickreimer/elm-keys,1.1.0,0.18.0,MIT,2,4
4593,Gizra,Gizra/elm-restful,2.1.0,0.18.0,MIT,8,23
4594,jaredramirez,jaredramirez/elm-field,1.0.2,0.18.0,BSD-3-Clause,3,6
4595,jaredramirez,jaredramirez/elm-field,1.0.1,0.18.0,BSD-3-Clause,3,6
4596,jaredramirez,jaredramirez/elm-field,1.0.0,0.18.0,BSD-3-Clause,3,6
4597,JasonMFry,JasonMFry/elm-bootstrap,1.1.0,0.18.0,BSD-3-Clause,6,9
4598,GlobalWebIndex,GlobalWebIndex/cmd-extra,1.1.0,0.18.0,BSD-3-Clause,1,2
4599,Gizra,Gizra/elm-restful,2.0.1,0.18.0,MIT,8,23
4600,terezka,terezka/elm-charts-alpha,1.0.0,0.18.0,BSD-3-Clause,9,12
4601,turboMaCk,turboMaCk/any-dict,1.0.0,0.18.0,BSD-3-Clause,1,2
4602,joakin,joakin/elm-canvas,2.0.1,0.18.0,BSD-3-Clause,2,4
4603,miyamoen,miyamoen/select-list,1.0.0,0.18.0,BSD-3-Clause,1,2
4604,joakin,joakin/elm-canvas,2.0.0,0.18.0,BSD-3-Clause,2,4
4605,abradley2,abradley2/elm-form-controls,4.0.1,0.18.0,MIT,4,6
4606,abradley2,abradley2/elm-form-controls,4.0.0,0.18.0,MIT,4,6
4607,peterszerzo,peterszerzo/elm-natural-ui,13.4.0,0.18.0,BSD-3-Clause,6,13
4608,peterszerzo,peterszerzo/elm-natural-ui,13.3.0,0.18.0,BSD-3-Clause,6,13
4609,NoRedInk,NoRedInk/noredink-ui,5.9.1,0.18.0,BSD-3-Clause,11,17
4610,elb17,elb17/multiselect-menu,1.0.1,0.18.0,MIT,8,11
4611,elb17,elb17/multiselect-menu,1.0.0,0.18.0,MIT,8,11
4612,owanturist,owanturist/elm-graphql,3.0.0,0.18.0,MIT,2,3
4613,driebit,driebit/elm-css-breakpoint,1.0.0,0.18.0,BSD-3-Clause,3,8
4614,owanturist,owanturist/elm-graphql,2.0.1,0.18.0,MIT,2,3
4615,abradley2,abradley2/elm-form-controls,3.0.0,0.18.0,MIT,4,6
